Ensembl id,Coding or Non-coding,Score
ENST00000597642.5,Coding,0.9405082
ENST00000593789.5,Coding,0.90903956
ENST00000598184.1,Coding,0.71653545
ENST00000439694.5,Coding,0.8748966
ENST00000592183.5,Non-coding,0.3527217
ENST00000425981.2,Coding,0.8704749
ENST00000608269.1,Non-coding,0.16309322
ENST00000599888.2,Coding,0.9325022
ENST00000447529.1,Non-coding,0.012857839
ENST00000448365.1,Non-coding,0.008722592
ENST00000438969.2,Non-coding,0.032813825
ENST00000650394.1,Non-coding,0.43569082
ENST00000664435.1,Non-coding,0.1538386
ENST00000686293.1,Coding,0.88078296
ENST00000418554.1,Non-coding,0.34553248
ENST00000413567.1,Coding,0.55261034
ENST00000608266.1,Non-coding,0.41226152
ENST00000566699.2,Coding,0.93320566
ENST00000649584.1,Coding,0.5638336
ENST00000465466.1,Coding,0.57113665
ENST00000648190.1,Non-coding,0.092081025
ENST00000461145.1,Non-coding,0.015661944
ENST00000566521.1,Coding,0.5285767
ENST00000666392.1,Non-coding,0.108503796
ENST00000663125.1,Coding,0.6087968
ENST00000668372.1,Non-coding,0.11786795
ENST00000567503.1,Non-coding,0.25481793
ENST00000566357.1,Non-coding,0.03874354
ENST00000565449.1,Non-coding,0.032766245
ENST00000467537.1,Non-coding,0.24508029
ENST00000602609.1,Non-coding,0.39760974
ENST00000665340.1,Coding,0.94158614
ENST00000488785.5,Non-coding,0.2637022
ENST00000666407.1,Non-coding,0.0930468
ENST00000462383.6,Coding,0.5353631
ENST00000664486.1,Non-coding,0.111636765
ENST00000495800.5,Non-coding,0.39465752
ENST00000465110.5,Non-coding,0.043073587
ENST00000478332.5,Non-coding,0.3124897
ENST00000459753.5,Coding,0.86084205
ENST00000471512.5,Coding,0.96706575
ENST00000660874.1,Non-coding,0.14406952
ENST00000654845.1,Non-coding,0.2048707
ENST00000486906.2,Coding,0.6123582
ENST00000484172.5,Coding,0.85527986
ENST00000653232.1,Coding,0.6433893
ENST00000473776.1,Coding,0.95827717
ENST00000486508.1,Coding,0.90483564
ENST00000471935.1,Non-coding,0.4036571
ENST00000688242.1,Non-coding,0.10383119
ENST00000663830.1,Non-coding,0.43991736
ENST00000689830.1,Coding,0.9032332
ENST00000438839.2,Coding,0.66664505
ENST00000663094.1,Non-coding,0.031010056
ENST00000595842.2,Non-coding,0.27102464
ENST00000624211.1,Non-coding,0.08574597
ENST00000427392.1,Non-coding,0.37335294
ENST00000446192.2,Non-coding,0.0411589
ENST00000609674.1,Coding,0.89264727
ENST00000693566.1,Coding,0.6883749
ENST00000693389.1,Coding,0.72736216
ENST00000685475.1,Coding,0.6602633
ENST00000693429.1,Coding,0.6046812
ENST00000692057.1,Coding,0.6847987
ENST00000685638.1,Coding,0.6847987
ENST00000692426.1,Coding,0.6361912
ENST00000685221.1,Coding,0.6603678
ENST00000685906.1,Coding,0.6095463
ENST00000429630.2,Non-coding,0.45971656
ENST00000690778.1,Coding,0.6277852
ENST00000689741.1,Coding,0.68756425
ENST00000692812.1,Non-coding,0.011582559
ENST00000690912.1,Non-coding,0.012376065
ENST00000421648.2,Non-coding,0.01313566
ENST00000429289.5,Non-coding,0.06261857
ENST00000498693.5,Non-coding,0.057385076
ENST00000460955.5,Coding,0.8027505
ENST00000464929.5,Coding,0.92186445
ENST00000474656.5,Coding,0.91269183
ENST00000650250.1,Coding,0.9383609
ENST00000493248.5,Coding,0.9392521
ENST00000663681.1,Coding,0.68909365
ENST00000480074.1,Coding,0.8838183
ENST00000477797.1,Non-coding,0.18933836
ENST00000489077.1,Non-coding,0.07962498
ENST00000476560.1,Non-coding,0.27327448
ENST00000463561.5,Coding,0.9347034
ENST00000461843.5,Non-coding,0.309161
ENST00000478806.1,Coding,0.776803
ENST00000489488.1,Coding,0.8578228
ENST00000487102.5,Non-coding,0.16004986
ENST00000493539.1,Non-coding,0.18933836
ENST00000496968.5,Coding,0.9392521
ENST00000467944.5,Non-coding,0.06392395
ENST00000486094.5,Coding,0.92186445
ENST00000475089.5,Coding,0.82369095
ENST00000488041.5,Non-coding,0.04071488
ENST00000478925.5,Coding,0.8838183
ENST00000462305.5,Coding,0.9024027
ENST00000470435.5,Non-coding,0.12397247
ENST00000468575.1,Coding,0.9301829
ENST00000688801.1,Coding,0.57347417
ENST00000662872.2,Coding,0.55270135
ENST00000422084.1,Coding,0.63708997
ENST00000623696.1,Non-coding,0.030161384
ENST00000434887.1,Non-coding,0.10330007
ENST00000448131.1,Non-coding,0.16630979
ENST00000637928.1,Non-coding,0.18319415
ENST00000637240.1,Non-coding,0.13423373
ENST00000660070.1,Non-coding,0.21714227
ENST00000686491.1,Non-coding,0.031191882
ENST00000610085.1,Non-coding,0.35214353
ENST00000652060.1,Non-coding,0.113785066
ENST00000651540.1,Coding,0.69513685
ENST00000627071.1,Non-coding,0.06560514
ENST00000417506.1,Non-coding,0.19879192
ENST00000568729.1,Non-coding,0.30872968
ENST00000687290.1,Coding,0.5971598
ENST00000623941.1,Coding,0.92103064
ENST00000608963.1,Coding,0.79034156
ENST00000488315.5,Coding,0.60799223
ENST00000461019.5,Coding,0.6754249
ENST00000464939.1,Non-coding,0.33450392
ENST00000608912.1,Non-coding,0.16913319
ENST00000623150.1,Coding,0.64274836
ENST00000609463.1,Non-coding,0.041109886
ENST00000565102.1,Non-coding,0.19488172
ENST00000665116.1,Coding,0.81086284
ENST00000663788.1,Coding,0.5433299
ENST00000662318.1,Non-coding,0.47555083
ENST00000668040.1,Non-coding,0.43061608
ENST00000658636.1,Coding,0.86339706
ENST00000668562.1,Coding,0.7813537
ENST00000655967.1,Non-coding,0.44045183
ENST00000667397.1,Coding,0.7911041
ENST00000660975.1,Coding,0.7237939
ENST00000669999.1,Coding,0.515174
ENST00000495144.2,Non-coding,0.25022954
ENST00000653061.1,Non-coding,0.116082445
ENST00000670266.1,Coding,0.52735615
ENST00000653977.1,Coding,0.67741024
ENST00000659144.1,Coding,0.54589236
ENST00000655742.1,Non-coding,0.41428053
ENST00000663310.1,Coding,0.72105485
ENST00000659501.1,Coding,0.70490456
ENST00000668432.1,Coding,0.6514638
ENST00000667040.1,Coding,0.7137581
ENST00000492054.5,Non-coding,0.2734257
ENST00000668935.1,Coding,0.546906
ENST00000663223.1,Non-coding,0.34164372
ENST00000656368.1,Coding,0.6960587
ENST00000656296.1,Coding,0.6644902
ENST00000668792.1,Coding,0.5998534
ENST00000493400.2,Coding,0.6967566
ENST00000666892.1,Coding,0.680013
ENST00000653035.1,Coding,0.8599794
ENST00000664046.1,Coding,0.74941343
ENST00000670616.1,Coding,0.66449726
ENST00000670350.1,Non-coding,0.36152384
ENST00000666469.1,Non-coding,0.34413233
ENST00000653791.1,Non-coding,0.061697476
ENST00000647589.1,Non-coding,0.34280854
ENST00000563946.1,Coding,0.68934584
ENST00000488310.1,Coding,0.68952966
ENST00000483664.5,Coding,0.7275284
ENST00000486297.1,Coding,0.9148271
ENST00000497366.1,Non-coding,0.24030502
ENST00000477392.1,Non-coding,0.4862805
ENST00000486954.1,Coding,0.63281727
ENST00000692633.1,Non-coding,0.29478255
ENST00000692358.1,Non-coding,0.07389555
ENST00000685404.1,Non-coding,0.2641858
ENST00000479085.1,Coding,0.6418801
ENST00000485974.1,Coding,0.6786759
ENST00000607902.1,Coding,0.646713
ENST00000466775.1,Non-coding,0.41541082
ENST00000489632.5,Non-coding,0.46726304
ENST00000480632.5,Coding,0.8143863
ENST00000690609.1,Coding,0.7442484
ENST00000466677.1,Coding,0.85035485
ENST00000691372.1,Coding,0.8469399
ENST00000460148.1,Coding,0.8772542
ENST00000465549.1,Coding,0.5059139
ENST00000462083.3,Coding,0.60031027
ENST00000481153.3,Non-coding,0.36315233
ENST00000464464.1,Coding,0.902489
ENST00000467458.3,Coding,0.6922548
ENST00000690829.1,Coding,0.78512704
ENST00000689578.1,Coding,0.7244395
ENST00000687407.1,Coding,0.6961468
ENST00000446340.1,Coding,0.63004774
ENST00000424630.1,Coding,0.5099585
ENST00000564834.1,Coding,0.6787074
ENST00000685293.1,Non-coding,0.08541162
ENST00000658865.1,Non-coding,0.2011669
ENST00000647863.1,Non-coding,0.26767853
ENST00000664249.1,Coding,0.5162575
ENST00000453187.2,Non-coding,0.4518505
ENST00000663745.1,Non-coding,0.388101
ENST00000659532.1,Non-coding,0.4157786
ENST00000669043.1,Non-coding,0.22517574
ENST00000670362.1,Non-coding,0.22646745
ENST00000669109.1,Coding,0.6269347
ENST00000662626.1,Non-coding,0.13281819
ENST00000657245.1,Coding,0.62881905
ENST00000662256.1,Non-coding,0.012112692
ENST00000670171.1,Non-coding,0.10387579
ENST00000666243.1,Non-coding,0.41546693
ENST00000662979.1,Non-coding,0.16918911
ENST00000661522.1,Non-coding,0.1630109
ENST00000655449.1,Non-coding,0.06178468
ENST00000667969.1,Non-coding,0.29197294
ENST00000669370.1,Non-coding,0.08632819
ENST00000658753.1,Non-coding,0.21730423
ENST00000671302.1,Non-coding,0.23142079
ENST00000668024.1,Non-coding,0.23100968
ENST00000669159.1,Non-coding,0.19077782
ENST00000660414.1,Non-coding,0.20347035
ENST00000454441.2,Non-coding,0.36246058
ENST00000669818.1,Non-coding,0.09984903
ENST00000663904.1,Non-coding,0.17542434
ENST00000669806.1,Non-coding,0.048627134
ENST00000669107.1,Non-coding,0.07922248
ENST00000661082.1,Coding,0.642021
ENST00000653989.1,Non-coding,0.21817017
ENST00000665005.1,Non-coding,0.13054925
ENST00000665909.1,Non-coding,0.31113127
ENST00000658825.1,Non-coding,0.32861423
ENST00000669410.1,Non-coding,0.06491913
ENST00000665256.1,Non-coding,0.120478064
ENST00000670343.1,Non-coding,0.12665474
ENST00000664034.1,Non-coding,0.076625384
ENST00000670691.1,Coding,0.5810873
ENST00000416982.1,Coding,0.7548098
ENST00000649319.1,Non-coding,0.028159333
ENST00000665842.1,Coding,0.93239224
ENST00000446335.1,Non-coding,0.18580475
ENST00000663737.1,Coding,0.8157423
ENST00000665169.1,Non-coding,0.36447665
ENST00000668685.1,Non-coding,0.32716715
ENST00000667043.1,Coding,0.6038796
ENST00000662813.1,Coding,0.6361613
ENST00000665490.1,Coding,0.8224363
ENST00000657267.1,Coding,0.78424275
ENST00000665052.1,Coding,0.5810233
ENST00000662315.1,Coding,0.86703414
ENST00000665469.1,Coding,0.8438051
ENST00000655983.1,Coding,0.6938009
ENST00000425591.1,Coding,0.7688911
ENST00000656477.1,Coding,0.74611646
ENST00000451116.1,Non-coding,0.25478968
ENST00000671644.1,Non-coding,0.16406092
ENST00000448767.1,Coding,0.5711275
ENST00000661090.1,Coding,0.5368981
ENST00000656459.1,Non-coding,0.4582209
ENST00000646803.1,Coding,0.8430943
ENST00000411526.6,Coding,0.61517906
ENST00000657268.1,Coding,0.562417
ENST00000662567.1,Non-coding,0.43062058
ENST00000397551.6,Coding,0.79373175
ENST00000449486.1,Non-coding,0.26800174
ENST00000662713.1,Non-coding,0.3232781
ENST00000608064.1,Non-coding,0.20923617
ENST00000609134.1,Non-coding,0.18389884
ENST00000608317.1,Coding,0.877312
ENST00000671665.1,Non-coding,0.25737256
ENST00000395731.5,Coding,0.6060951
ENST00000655797.1,Non-coding,0.3646505
ENST00000493904.3,Non-coding,0.4711952
ENST00000431083.1,Non-coding,0.1715142
ENST00000404289.1,Coding,0.518223
ENST00000454149.2,Non-coding,0.16125877
ENST00000663395.1,Non-coding,0.18531086
ENST00000624248.1,Non-coding,0.08947803
ENST00000686633.1,Coding,0.54572374
ENST00000664122.1,Coding,0.5743294
ENST00000418523.2,Coding,0.7081665
ENST00000660943.1,Non-coding,0.33444852
ENST00000609974.1,Coding,0.78335327
ENST00000378120.5,Coding,0.7243528
ENST00000401499.1,Non-coding,0.11931924
ENST00000569431.1,Non-coding,0.1088795
ENST00000660995.1,Non-coding,0.13983399
ENST00000419225.1,Non-coding,0.41562602
ENST00000415333.1,Non-coding,0.43266904
ENST00000655870.1,Non-coding,0.024923638
ENST00000401694.4,Coding,0.77193
ENST00000460022.6,Non-coding,0.10005522
ENST00000474963.1,Coding,0.77682567
ENST00000469539.1,Coding,0.816915
ENST00000472015.2,Coding,0.8578207
ENST00000684576.1,Coding,0.76246434
ENST00000683260.1,Non-coding,0.28285035
ENST00000377722.2,Non-coding,0.29272512
ENST00000687721.1,Non-coding,0.37502128
ENST00000651649.1,Non-coding,0.4818368
ENST00000652322.1,Coding,0.6931139
ENST00000426187.1,Coding,0.82027483
ENST00000436670.2,Coding,0.6099998
ENST00000656672.1,Non-coding,0.34763214
ENST00000661405.1,Coding,0.54136246
ENST00000656928.1,Coding,0.5395966
ENST00000661595.1,Non-coding,0.41335914
ENST00000656505.1,Coding,0.9443485
ENST00000447933.7,Coding,0.86598027
ENST00000660473.1,Coding,0.811798
ENST00000671433.1,Non-coding,0.1861861
ENST00000425712.1,Coding,0.58525616
ENST00000656837.1,Non-coding,0.4133875
ENST00000663891.1,Coding,0.66668296
ENST00000458645.5,Coding,0.82949615
ENST00000418309.1,Coding,0.8674321
ENST00000440711.1,Coding,0.7823533
ENST00000664734.1,Non-coding,0.39081544
ENST00000333319.6,Coding,0.6622476
ENST00000689604.1,Coding,0.75125927
ENST00000661282.1,Coding,0.94533354
ENST00000692446.1,Non-coding,0.39875332
ENST00000435354.1,Coding,0.5058739
ENST00000624071.1,Coding,0.6853712
ENST00000625073.1,Non-coding,0.14317213
ENST00000455709.1,Coding,0.52539337
ENST00000670834.1,Non-coding,0.36782014
ENST00000427073.1,Non-coding,0.43321437
ENST00000429228.1,Coding,0.92484134
ENST00000480284.1,Coding,0.8433162
ENST00000426169.2,Non-coding,0.12548847
ENST00000594086.2,Non-coding,0.21649908
ENST00000442017.1,Non-coding,0.3058515
ENST00000444158.1,Non-coding,0.46097586
ENST00000449903.1,Coding,0.96805614
ENST00000669906.1,Non-coding,0.23464732
ENST00000665840.1,Non-coding,0.10380102
ENST00000670480.1,Non-coding,0.30378863
ENST00000663105.1,Non-coding,0.3397079
ENST00000433660.1,Coding,0.7726081
ENST00000648425.1,Coding,0.64486563
ENST00000624122.1,Non-coding,0.28814295
ENST00000409610.1,Non-coding,0.3579131
ENST00000448541.1,Coding,0.84411645
ENST00000436151.5,Coding,0.622186
ENST00000434059.1,Coding,0.87846875
ENST00000443338.1,Non-coding,0.17641293
ENST00000608596.1,Coding,0.59075963
ENST00000649505.1,Non-coding,0.15616396
ENST00000436489.1,Non-coding,0.38305378
ENST00000690805.1,Non-coding,0.08791304
ENST00000448698.1,Coding,0.8772196
ENST00000415652.1,Non-coding,0.23413835
ENST00000659764.1,Coding,0.71419567
ENST00000417032.1,Coding,0.9489154
ENST00000447563.5,Coding,0.76321805
ENST00000438049.5,Coding,0.79880273
ENST00000413238.1,Non-coding,0.27060467
ENST00000668389.1,Non-coding,0.26112917
ENST00000522481.3,Coding,0.7650962
ENST00000518652.1,Coding,0.6313967
ENST00000609090.1,Coding,0.9203844
ENST00000606572.1,Non-coding,0.029264884
ENST00000610248.1,Non-coding,0.03264253
ENST00000688103.1,Non-coding,0.08428753
ENST00000690864.1,Non-coding,0.18172874
ENST00000686853.1,Non-coding,0.3167714
ENST00000517765.3,Non-coding,0.2229451
ENST00000330148.6,Non-coding,0.28239578
ENST00000523195.5,Coding,0.60666525
ENST00000668758.1,Non-coding,0.3004402
ENST00000662707.1,Non-coding,0.28507802
ENST00000602608.1,Non-coding,0.364946
ENST00000658419.1,Non-coding,0.26967242
ENST00000607549.1,Non-coding,0.15143642
ENST00000623988.1,Coding,0.90296423
ENST00000520760.1,Coding,0.6273662
ENST00000631653.1,Coding,0.755972
ENST00000633456.1,Non-coding,0.30521142
ENST00000634128.1,Non-coding,0.085704066
ENST00000517950.1,Coding,0.6728928
ENST00000617093.1,Coding,0.74609554
ENST00000567210.1,Non-coding,0.09744434
ENST00000633906.1,Coding,0.54976714
ENST00000633198.1,Coding,0.5211445
ENST00000518063.5,Coding,0.6520524
ENST00000518009.1,Non-coding,0.31156015
ENST00000633189.1,Non-coding,0.3590911
ENST00000665209.2,Non-coding,0.13981521
ENST00000659375.1,Non-coding,0.18032193
ENST00000687153.1,Non-coding,0.27604485
ENST00000518822.1,Coding,0.86424524
ENST00000517959.1,Coding,0.6410759
ENST00000518481.2,Non-coding,0.3899769
ENST00000659092.1,Coding,0.8838963
ENST00000650061.1,Non-coding,0.47078812
ENST00000517676.2,Non-coding,0.23022325
ENST00000662506.1,Non-coding,0.26666823
ENST00000650317.2,Coding,0.51889443
ENST00000692978.1,Non-coding,0.33293054
ENST00000521498.1,Coding,0.53025234
ENST00000518539.2,Non-coding,0.18104646
ENST00000605539.1,Non-coding,0.49882475
ENST00000687760.1,Coding,0.6614837
ENST00000685040.1,Non-coding,0.16173334
ENST00000692414.1,Non-coding,0.4021258
ENST00000688661.1,Non-coding,0.37404618
ENST00000517731.1,Coding,0.8131676
ENST00000660212.1,Non-coding,0.087334156
ENST00000685917.1,Non-coding,0.16066617
ENST00000693434.1,Non-coding,0.08249053
ENST00000690427.1,Coding,0.7798265
ENST00000687564.1,Coding,0.7196621
ENST00000522799.1,Coding,0.73415095
ENST00000633673.1,Non-coding,0.18829821
ENST00000631520.1,Coding,0.83567005
ENST00000661057.1,Non-coding,0.20592022
ENST00000520162.1,Non-coding,0.32852092
ENST00000656311.1,Non-coding,0.27513793
ENST00000618928.4,Coding,0.7599616
ENST00000612422.1,Coding,0.5404275
ENST00000654884.1,Non-coding,0.3464242
ENST00000659324.1,Non-coding,0.31844255
ENST00000655416.1,Non-coding,0.19183618
ENST00000666066.1,Non-coding,0.20280217
ENST00000519393.6,Coding,0.71911
ENST00000523971.5,Coding,0.7844907
ENST00000517984.6,Non-coding,0.41527054
ENST00000517357.5,Coding,0.7532755
ENST00000658181.1,Coding,0.61460084
ENST00000665048.1,Non-coding,0.4616685
ENST00000671533.1,Coding,0.8454792
ENST00000520842.6,Coding,0.9347159
ENST00000654513.1,Coding,0.63578707
ENST00000520570.2,Coding,0.6625916
ENST00000664965.1,Non-coding,0.3541962
ENST00000655522.1,Non-coding,0.11861058
ENST00000670600.1,Non-coding,0.3404455
ENST00000654515.1,Non-coding,0.115727924
ENST00000520024.1,Non-coding,0.034052823
ENST00000662575.1,Non-coding,0.055791233
ENST00000656456.1,Non-coding,0.27584457
ENST00000667660.1,Coding,0.53500706
ENST00000520815.1,Non-coding,0.031982254
ENST00000647677.1,Non-coding,0.26127943
ENST00000666533.1,Coding,0.6073739
ENST00000653453.1,Non-coding,0.49887815
ENST00000647648.1,Coding,0.8618249
ENST00000517807.1,Non-coding,0.051483963
ENST00000518926.1,Non-coding,0.07418549
ENST00000665227.1,Non-coding,0.05428509
ENST00000653588.1,Non-coding,0.013175465
ENST00000660498.1,Non-coding,0.41805863
ENST00000523090.1,Non-coding,0.074249186
ENST00000519555.1,Non-coding,0.49975073
ENST00000500118.3,Coding,0.70474917
ENST00000606853.1,Coding,0.5192787
ENST00000685020.1,Non-coding,0.30006403
ENST00000693078.1,Non-coding,0.4703009
ENST00000693421.1,Non-coding,0.36158666
ENST00000690786.1,Non-coding,0.34917244
ENST00000688594.1,Non-coding,0.32461497
ENST00000523225.1,Coding,0.9174078
ENST00000670781.1,Non-coding,0.47765517
ENST00000607368.1,Non-coding,0.19413275
ENST00000662128.1,Non-coding,0.16140956
ENST00000661193.1,Non-coding,0.22803637
ENST00000662747.1,Non-coding,0.33269855
ENST00000515608.5,Non-coding,0.05831893
ENST00000671468.1,Non-coding,0.43107778
ENST00000655775.1,Non-coding,0.29394034
ENST00000659007.1,Non-coding,0.39911866
ENST00000522897.1,Coding,0.8731292
ENST00000692160.1,Non-coding,0.22942714
ENST00000527490.2,Coding,0.7262471
ENST00000659223.1,Coding,0.58476305
ENST00000525186.1,Coding,0.6798068
ENST00000670222.1,Non-coding,0.06856314
ENST00000655803.1,Non-coding,0.09649296
ENST00000500823.3,Non-coding,0.29811907
ENST00000657010.1,Non-coding,0.20082335
ENST00000655804.1,Non-coding,0.48780632
ENST00000531701.1,Non-coding,0.16075534
ENST00000526235.1,Non-coding,0.05409067
ENST00000663272.1,Non-coding,0.38121536
ENST00000656213.1,Non-coding,0.43862984
ENST00000664195.1,Non-coding,0.26883975
ENST00000656567.1,Coding,0.5186214
ENST00000665607.1,Coding,0.55182743
ENST00000529456.1,Non-coding,0.22345924
ENST00000606573.1,Coding,0.8276996
ENST00000653873.1,Non-coding,0.21416716
ENST00000670717.1,Non-coding,0.42439428
ENST00000529252.2,Non-coding,0.37730262
ENST00000533615.1,Coding,0.9221184
ENST00000641813.1,Non-coding,0.36818042
